5.00000e+01	1.00000e+01	2.30812e+00
5.45455e+01	1.00000e+01	2.30812e+00
5.90909e+01	1.00000e+01	2.30812e+00
6.36364e+01	1.00000e+01	2.30812e+00
6.81818e+01	1.00000e+01	2.30812e+00
7.27273e+01	1.00000e+01	2.30812e+00
7.72727e+01	1.00000e+01	2.30812e+00
8.18182e+01	1.00000e+01	2.30812e+00
8.63636e+01	1.00000e+01	2.30812e+00
9.09091e+01	1.00000e+01	2.30812e+00
9.54545e+01	1.00000e+01	2.30812e+00
1.00000e+02	1.00000e+01	2.30812e+00
1.04545e+02	1.00000e+01	2.30812e+00
1.09091e+02	1.00000e+01	2.30812e+00
1.13636e+02	1.00000e+01	2.30812e+00
1.18182e+02	1.00000e+01	2.30812e+00
1.22727e+02	1.00000e+01	2.30812e+00
1.27273e+02	1.00000e+01	2.30812e+00
1.31818e+02	1.00000e+01	2.30812e+00
1.36364e+02	1.00000e+01	2.30812e+00
1.40909e+02	1.00000e+01	2.30812e+00
1.45455e+02	1.00000e+01	2.30812e+00
1.50000e+02	1.00000e+01	2.30812e+00
1.54545e+02	1.00000e+01	2.30812e+00
1.59091e+02	1.00000e+01	2.30812e+00
1.63636e+02	1.00000e+01	2.30812e+00
1.68182e+02	1.00000e+01	2.30812e+00
1.72727e+02	1.00000e+01	2.30812e+00
1.77273e+02	1.00000e+01	2.30812e+00
1.81818e+02	1.01099e+01	2.29555e+00
1.86364e+02	1.06217e+01	2.23955e+00
1.90909e+02	1.11462e+01	2.18623e+00
1.95455e+02	1.16832e+01	2.13539e+00
2.00000e+02	1.22330e+01	2.08686e+00
2.04545e+02	1.27953e+01	2.04049e+00
2.09091e+02	1.33703e+01	1.99613e+00
2.13636e+02	1.39580e+01	1.95365e+00
2.18182e+02	1.45582e+01	1.91295e+00
2.22727e+02	1.51711e+01	1.87391e+00
2.27273e+02	1.57967e+01	1.83644e+00
2.31818e+02	1.64349e+01	1.80043e+00
2.36364e+02	1.70857e+01	1.76581e+00
2.40909e+02	1.77492e+01	1.73249e+00
2.45455e+02	1.84253e+01	1.70040e+00
2.50000e+02	1.91140e+01	1.66949e+00
2.54545e+02	1.98153e+01	1.63968e+00
2.59091e+02	2.05294e+01	1.61091e+00
2.63636e+02	2.12560e+01	1.58314e+00
2.68182e+02	2.19953e+01	1.55630e+00
2.72727e+02	2.27472e+01	1.53036e+00
2.77273e+02	2.35118e+01	1.50528e+00
2.81818e+02	2.42890e+01	1.48100e+00
2.86364e+02	2.50788e+01	1.45749e+00
2.90909e+02	2.58813e+01	1.43472e+00
2.95455e+02	2.66964e+01	1.41264e+00
3.00000e+02	2.75241e+01	1.39124e+00
3.04545e+02	2.83645e+01	1.37048e+00
3.09091e+02	2.92175e+01	1.35032e+00
3.13636e+02	3.00832e+01	1.33075e+00
3.18182e+02	3.09615e+01	1.31174e+00
3.22727e+02	3.18524e+01	1.29327e+00
3.27273e+02	3.27560e+01	1.27530e+00
3.31818e+02	3.36722e+01	1.25783e+00
3.36364e+02	3.46010e+01	1.24084e+00
3.40909e+02	3.55425e+01	1.22429e+00
3.45455e+02	3.64966e+01	1.20818e+00
3.50000e+02	3.74634e+01	1.19249e+00
3.54545e+02	3.84428e+01	1.17720e+00
3.59091e+02	3.94348e+01	1.16230e+00
3.63636e+02	4.04395e+01	1.14777e+00
3.68182e+02	4.14568e+01	1.13360e+00
3.72727e+02	4.24867e+01	1.11978e+00
3.77273e+02	4.35293e+01	1.10629e+00
3.81818e+02	4.45845e+01	1.09312e+00
3.86364e+02	4.56524e+01	1.08026e+00
3.90909e+02	4.67329e+01	1.06770e+00
3.95455e+02	4.78260e+01	1.05542e+00
4.00000e+02	4.89317e+01	1.04343e+00
4.04545e+02	5.00502e+01	1.03171e+00
4.09091e+02	5.11812e+01	1.02024e+00
4.13636e+02	5.23249e+01	1.00903e+00
4.18182e+02	5.34812e+01	9.98064e-01
4.22727e+02	5.46501e+01	9.87332e-01
4.27273e+02	5.58317e+01	9.76829e-01
4.31818e+02	5.70260e+01	9.66546e-01
4.36364e+02	5.82328e+01	9.56478e-01
4.40909e+02	5.94523e+01	9.46618e-01
4.45455e+02	6.00000e+01	9.42287e-01
4.50000e+02	6.00000e+01	9.42287e-01
4.54545e+02	6.00000e+01	9.42287e-01
4.59091e+02	6.00000e+01	9.42287e-01
4.63636e+02	6.00000e+01	9.42287e-01
4.68182e+02	6.00000e+01	9.42287e-01
4.72727e+02	6.00000e+01	9.42287e-01
4.77273e+02	6.00000e+01	9.42287e-01
4.81818e+02	6.00000e+01	9.42287e-01
4.86364e+02	6.00000e+01	9.42287e-01
4.90909e+02	6.00000e+01	9.42287e-01
4.95455e+02	6.00000e+01	9.42287e-01
5.00000e+02	6.00000e+01	9.42287e-01
